doc_id;bank;field;model_value;model_conf;confidence_source;disagreement;snippet;gold_value;verdict;note;protokol
albaraka--ihtiyac-pratik-finansman-kart;albaraka;kar_payi_orani;;;;;Albaraka Mobil Mobil Bankacılık Aç Pratik Finansman Kart Anasayfa Bireysel Finansmanlar İhtiyaç Finansmanı Pratik Finansman Kart Pratik Finansman Kart SMS' li Finansman Şubesiz Umre Finansmanı Jet Finansman Motosiklet, A …;;;;v2
albaraka--ihtiyac-pratik-finansman-kart;albaraka;tahsis_ucreti;;;;;Albaraka Mobil Mobil Bankacılık Aç Pratik Finansman Kart Anasayfa Bireysel Finansmanlar İhtiyaç Finansmanı Pratik Finansman Kart Pratik Finansman Kart SMS' li Finansman Şubesiz Umre Finansmanı Jet Finansman Motosiklet, A …;;;;v2
albaraka--ihtiyac-pratik-finansman-kart;albaraka;odul_miktari;;;;;Albaraka Mobil Mobil Bankacılık Aç Pratik Finansman Kart Anasayfa Bireysel Finansmanlar İhtiyaç Finansmanı Pratik Finansman Kart Pratik Finansman Kart SMS' li Finansman Şubesiz Umre Finansmanı Jet Finansman Motosiklet, A …;;;;v2
albaraka--ihtiyac-pratik-finansman-kart;albaraka;indirim_orani;;;;;Albaraka Mobil Mobil Bankacılık Aç Pratik Finansman Kart Anasayfa Bireysel Finansmanlar İhtiyaç Finansmanı Pratik Finansman Kart Pratik Finansman Kart SMS' li Finansman Şubesiz Umre Finansmanı Jet Finansman Motosiklet, A …;;;;v2
albaraka--ihtiyac-pratik-finansman-kart;albaraka;alisveris_puani;;;;;Albaraka Mobil Mobil Bankacılık Aç Pratik Finansman Kart Anasayfa Bireysel Finansmanlar İhtiyaç Finansmanı Pratik Finansman Kart Pratik Finansman Kart SMS' li Finansman Şubesiz Umre Finansmanı Jet Finansman Motosiklet, A …;;;;v2
albaraka--ihtiyac-pratik-finansman-kart;albaraka;kampanya_suresi;;;;;Albaraka Mobil Mobil Bankacılık Aç Pratik Finansman Kart Anasayfa Bireysel Finansmanlar İhtiyaç Finansmanı Pratik Finansman Kart Pratik Finansman Kart SMS' li Finansman Şubesiz Umre Finansmanı Jet Finansman Motosiklet, A …;;;;v2
albaraka--ihtiyac-pratik-finansman-kart;albaraka;hedef_kitle;;;;;Albaraka Mobil Mobil Bankacılık Aç Pratik Finansman Kart Anasayfa Bireysel Finansmanlar İhtiyaç Finansmanı Pratik Finansman Kart Pratik Finansman Kart SMS' li Finansman Şubesiz Umre Finansmanı Jet Finansman Motosiklet, A …;;;;v2
albaraka--kobi-gayri-nakdi-finansman-kabul-aval-finansmanlari;albaraka;kar_payi_orani;;;;;Albaraka Mobil Mobil Bankacılık Aç Kabul-Aval Finansmanları Anasayfa KOBİ Finansmanlar Kobi Gayri Nakdi Finansman Kabul-Aval Finansmanları Teminat Mektupları Jet Teminat Mektubu Akreditifler Kabul-Aval Finansmanları Refe …;;;;v2
albaraka--kobi-gayri-nakdi-finansman-kabul-aval-finansmanlari;albaraka;finansman_tutari;;;;;Albaraka Mobil Mobil Bankacılık Aç Kabul-Aval Finansmanları Anasayfa KOBİ Finansmanlar Kobi Gayri Nakdi Finansman Kabul-Aval Finansmanları Teminat Mektupları Jet Teminat Mektubu Akreditifler Kabul-Aval Finansmanları Refe …;;;;v2
albaraka--kobi-gayri-nakdi-finansman-kabul-aval-finansmanlari;albaraka;vade_ay;;;;;Albaraka Mobil Mobil Bankacılık Aç Kabul-Aval Finansmanları Anasayfa KOBİ Finansmanlar Kobi Gayri Nakdi Finansman Kabul-Aval Finansmanları Teminat Mektupları Jet Teminat Mektubu Akreditifler Kabul-Aval Finansmanları Refe …;;;;v2
albaraka--kobi-gayri-nakdi-finansman-kabul-aval-finansmanlari;albaraka;taksit_sayisi;;;;;Albaraka Mobil Mobil Bankacılık Aç Kabul-Aval Finansmanları Anasayfa KOBİ Finansmanlar Kobi Gayri Nakdi Finansman Kabul-Aval Finansmanları Teminat Mektupları Jet Teminat Mektubu Akreditifler Kabul-Aval Finansmanları Refe …;;;;v2
albaraka--kobi-gayri-nakdi-finansman-kabul-aval-finansmanlari;albaraka;tahsis_ucreti;;;;;Albaraka Mobil Mobil Bankacılık Aç Kabul-Aval Finansmanları Anasayfa KOBİ Finansmanlar Kobi Gayri Nakdi Finansman Kabul-Aval Finansmanları Teminat Mektupları Jet Teminat Mektubu Akreditifler Kabul-Aval Finansmanları Refe …;;;;v2
albaraka--kobi-gayri-nakdi-finansman-kabul-aval-finansmanlari;albaraka;masraf_durumu;;;;;Albaraka Mobil Mobil Bankacılık Aç Kabul-Aval Finansmanları Anasayfa KOBİ Finansmanlar Kobi Gayri Nakdi Finansman Kabul-Aval Finansmanları Teminat Mektupları Jet Teminat Mektubu Akreditifler Kabul-Aval Finansmanları Refe …;;;;v2
albaraka--kobi-gayri-nakdi-finansman-kabul-aval-finansmanlari;albaraka;odul_miktari;;;;;Albaraka Mobil Mobil Bankacılık Aç Kabul-Aval Finansmanları Anasayfa KOBİ Finansmanlar Kobi Gayri Nakdi Finansman Kabul-Aval Finansmanları Teminat Mektupları Jet Teminat Mektubu Akreditifler Kabul-Aval Finansmanları Refe …;;;;v2
albaraka--kobi-gayri-nakdi-finansman-kabul-aval-finansmanlari;albaraka;indirim_orani;;;;;Albaraka Mobil Mobil Bankacılık Aç Kabul-Aval Finansmanları Anasayfa KOBİ Finansmanlar Kobi Gayri Nakdi Finansman Kabul-Aval Finansmanları Teminat Mektupları Jet Teminat Mektubu Akreditifler Kabul-Aval Finansmanları Refe …;;;;v2
albaraka--kobi-gayri-nakdi-finansman-kabul-aval-finansmanlari;albaraka;alisveris_puani;;;;;Albaraka Mobil Mobil Bankacılık Aç Kabul-Aval Finansmanları Anasayfa KOBİ Finansmanlar Kobi Gayri Nakdi Finansman Kabul-Aval Finansmanları Teminat Mektupları Jet Teminat Mektubu Akreditifler Kabul-Aval Finansmanları Refe …;;;;v2
albaraka--kobi-gayri-nakdi-finansman-kabul-aval-finansmanlari;albaraka;kampanya_suresi;;;;;Albaraka Mobil Mobil Bankacılık Aç Kabul-Aval Finansmanları Anasayfa KOBİ Finansmanlar Kobi Gayri Nakdi Finansman Kabul-Aval Finansmanları Teminat Mektupları Jet Teminat Mektubu Akreditifler Kabul-Aval Finansmanları Refe …;;;;v2
albaraka--kobi-gayri-nakdi-finansman-kabul-aval-finansmanlari;albaraka;kampanya_kosullari;;;;;Albaraka Mobil Mobil Bankacılık Aç Kabul-Aval Finansmanları Anasayfa KOBİ Finansmanlar Kobi Gayri Nakdi Finansman Kabul-Aval Finansmanları Teminat Mektupları Jet Teminat Mektubu Akreditifler Kabul-Aval Finansmanları Refe …;;;;v2
albaraka--sozlesmeler-bayide-finansman-tasit-aracilik-ve-garantorluk-sozlesmesi-kredi-komi;albaraka;finansman_tutari;;;;;ALBARAKA TÜRK KATILIM BANKASI A.Ş. İnkılap Mah. Dr. Adnan Büyükdeniz Cad. No:6 34768 Ümraniye/İstanbul İstanbul Ticaret Sicil Memurluğu/206671 MERSİS No: 0047000870200019 www.albaraka.com.tr / albarakaturk@hs03.kep.tr / …;;;;v2
albaraka--sozlesmeler-bayide-finansman-tasit-aracilik-ve-garantorluk-sozlesmesi-kredi-komi;albaraka;vade_ay;;;;;ALBARAKA TÜRK KATILIM BANKASI A.Ş. İnkılap Mah. Dr. Adnan Büyükdeniz Cad. No:6 34768 Ümraniye/İstanbul İstanbul Ticaret Sicil Memurluğu/206671 MERSİS No: 0047000870200019 www.albaraka.com.tr / albarakaturk@hs03.kep.tr / …;;;;v2
albaraka--sozlesmeler-bayide-finansman-tasit-aracilik-ve-garantorluk-sozlesmesi-kredi-komi;albaraka;taksit_sayisi;;;;;ALBARAKA TÜRK KATILIM BANKASI A.Ş. İnkılap Mah. Dr. Adnan Büyükdeniz Cad. No:6 34768 Ümraniye/İstanbul İstanbul Ticaret Sicil Memurluğu/206671 MERSİS No: 0047000870200019 www.albaraka.com.tr / albarakaturk@hs03.kep.tr / …;;;;v2
albaraka--sozlesmeler-bayide-finansman-tasit-aracilik-ve-garantorluk-sozlesmesi-kredi-komi;albaraka;tahsis_ucreti;;;;;ALBARAKA TÜRK KATILIM BANKASI A.Ş. İnkılap Mah. Dr. Adnan Büyükdeniz Cad. No:6 34768 Ümraniye/İstanbul İstanbul Ticaret Sicil Memurluğu/206671 MERSİS No: 0047000870200019 www.albaraka.com.tr / albarakaturk@hs03.kep.tr / …;;;;v2
albaraka--sozlesmeler-bayide-finansman-tasit-aracilik-ve-garantorluk-sozlesmesi-kredi-komi;albaraka;odul_miktari;;;;;ALBARAKA TÜRK KATILIM BANKASI A.Ş. İnkılap Mah. Dr. Adnan Büyükdeniz Cad. No:6 34768 Ümraniye/İstanbul İstanbul Ticaret Sicil Memurluğu/206671 MERSİS No: 0047000870200019 www.albaraka.com.tr / albarakaturk@hs03.kep.tr / …;;;;v2
albaraka--sozlesmeler-bayide-finansman-tasit-aracilik-ve-garantorluk-sozlesmesi-kredi-komi;albaraka;indirim_orani;;;;;ALBARAKA TÜRK KATILIM BANKASI A.Ş. İnkılap Mah. Dr. Adnan Büyükdeniz Cad. No:6 34768 Ümraniye/İstanbul İstanbul Ticaret Sicil Memurluğu/206671 MERSİS No: 0047000870200019 www.albaraka.com.tr / albarakaturk@hs03.kep.tr / …;;;;v2
albaraka--sozlesmeler-bayide-finansman-tasit-aracilik-ve-garantorluk-sozlesmesi-kredi-komi;albaraka;alisveris_puani;;;;;ALBARAKA TÜRK KATILIM BANKASI A.Ş. İnkılap Mah. Dr. Adnan Büyükdeniz Cad. No:6 34768 Ümraniye/İstanbul İstanbul Ticaret Sicil Memurluğu/206671 MERSİS No: 0047000870200019 www.albaraka.com.tr / albarakaturk@hs03.kep.tr / …;;;;v2
albaraka--sozlesmeler-bayide-finansman-tasit-aracilik-ve-garantorluk-sozlesmesi-kredi-komi;albaraka;kampanya_suresi;;;;;ALBARAKA TÜRK KATILIM BANKASI A.Ş. İnkılap Mah. Dr. Adnan Büyükdeniz Cad. No:6 34768 Ümraniye/İstanbul İstanbul Ticaret Sicil Memurluğu/206671 MERSİS No: 0047000870200019 www.albaraka.com.tr / albarakaturk@hs03.kep.tr / …;;;;v2
albaraka--sozlesmeler-bayide-finansman-tasit-aracilik-ve-garantorluk-sozlesmesi-kredi-komi;albaraka;hedef_kitle;;;;;ALBARAKA TÜRK KATILIM BANKASI A.Ş. İnkılap Mah. Dr. Adnan Büyükdeniz Cad. No:6 34768 Ümraniye/İstanbul İstanbul Ticaret Sicil Memurluğu/206671 MERSİS No: 0047000870200019 www.albaraka.com.tr / albarakaturk@hs03.kep.tr / …;;;;v2
dunya-katilim--2516-dk-bireysel-ucrt11-180526-pdf;dunya-katilim;kar_payi_orani;;;;;dunyakatilim.com.tr 444 3 166 FİNANSAL TÜKETİCİLER ÜRÜN VE HİZMET ÜCRET TABLOSU Ürün / İşlem Türü Asgari Tutar Minimum Oran Azami Tutar Maksimum Oran Açıklama Tarih Ücret Tarifesi 0,50% 0,50% 0,50% 1% 1% 14.000 TL 8.000 …;;;;v2
dunya-katilim--2516-dk-bireysel-ucrt11-180526-pdf;dunya-katilim;taksit_sayisi;;;;;dunyakatilim.com.tr 444 3 166 FİNANSAL TÜKETİCİLER ÜRÜN VE HİZMET ÜCRET TABLOSU Ürün / İşlem Türü Asgari Tutar Minimum Oran Azami Tutar Maksimum Oran Açıklama Tarih Ücret Tarifesi 0,50% 0,50% 0,50% 1% 1% 14.000 TL 8.000 …;;;;v2
dunya-katilim--2516-dk-bireysel-ucrt11-180526-pdf;dunya-katilim;odul_miktari;;;;;dunyakatilim.com.tr 444 3 166 FİNANSAL TÜKETİCİLER ÜRÜN VE HİZMET ÜCRET TABLOSU Ürün / İşlem Türü Asgari Tutar Minimum Oran Azami Tutar Maksimum Oran Açıklama Tarih Ücret Tarifesi 0,50% 0,50% 0,50% 1% 1% 14.000 TL 8.000 …;;;;v2
dunya-katilim--2516-dk-bireysel-ucrt11-180526-pdf;dunya-katilim;indirim_orani;;;;;dunyakatilim.com.tr 444 3 166 FİNANSAL TÜKETİCİLER ÜRÜN VE HİZMET ÜCRET TABLOSU Ürün / İşlem Türü Asgari Tutar Minimum Oran Azami Tutar Maksimum Oran Açıklama Tarih Ücret Tarifesi 0,50% 0,50% 0,50% 1% 1% 14.000 TL 8.000 …;;;;v2
dunya-katilim--2516-dk-bireysel-ucrt11-180526-pdf;dunya-katilim;alisveris_puani;;;;;dunyakatilim.com.tr 444 3 166 FİNANSAL TÜKETİCİLER ÜRÜN VE HİZMET ÜCRET TABLOSU Ürün / İşlem Türü Asgari Tutar Minimum Oran Azami Tutar Maksimum Oran Açıklama Tarih Ücret Tarifesi 0,50% 0,50% 0,50% 1% 1% 14.000 TL 8.000 …;;;;v2
dunya-katilim--2516-dk-bireysel-ucrt11-180526-pdf;dunya-katilim;hedef_kitle;;;;;dunyakatilim.com.tr 444 3 166 FİNANSAL TÜKETİCİLER ÜRÜN VE HİZMET ÜCRET TABLOSU Ürün / İşlem Türü Asgari Tutar Minimum Oran Azami Tutar Maksimum Oran Açıklama Tarih Ücret Tarifesi 0,50% 0,50% 0,50% 1% 1% 14.000 TL 8.000 …;;;;v2
hayat-finans--finansmanlar-is-ticari-finansman;hayat-finans;kar_payi_orani;;;;;Ticari Finansman Firmanıza özel, ticari faaliyetlerinize uyum sağlayan esnek ve avantajlı finansman çözümlerinden faydalanın! Firmanıza özel finansman çözümleri Ticari faaliyetlerinize uygun esnek finansman seçeneklerind …;;;;v2
hayat-finans--finansmanlar-is-ticari-finansman;hayat-finans;finansman_tutari;;;;;Ticari Finansman Firmanıza özel, ticari faaliyetlerinize uyum sağlayan esnek ve avantajlı finansman çözümlerinden faydalanın! Firmanıza özel finansman çözümleri Ticari faaliyetlerinize uygun esnek finansman seçeneklerind …;;;;v2
hayat-finans--finansmanlar-is-ticari-finansman;hayat-finans;vade_ay;;;;;Ticari Finansman Firmanıza özel, ticari faaliyetlerinize uyum sağlayan esnek ve avantajlı finansman çözümlerinden faydalanın! Firmanıza özel finansman çözümleri Ticari faaliyetlerinize uygun esnek finansman seçeneklerind …;;;;v2
hayat-finans--finansmanlar-is-ticari-finansman;hayat-finans;taksit_sayisi;;;;;Ticari Finansman Firmanıza özel, ticari faaliyetlerinize uyum sağlayan esnek ve avantajlı finansman çözümlerinden faydalanın! Firmanıza özel finansman çözümleri Ticari faaliyetlerinize uygun esnek finansman seçeneklerind …;;;;v2
hayat-finans--finansmanlar-is-ticari-finansman;hayat-finans;tahsis_ucreti;;;;;Ticari Finansman Firmanıza özel, ticari faaliyetlerinize uyum sağlayan esnek ve avantajlı finansman çözümlerinden faydalanın! Firmanıza özel finansman çözümleri Ticari faaliyetlerinize uygun esnek finansman seçeneklerind …;;;;v2
hayat-finans--finansmanlar-is-ticari-finansman;hayat-finans;masraf_durumu;;;;;Ticari Finansman Firmanıza özel, ticari faaliyetlerinize uyum sağlayan esnek ve avantajlı finansman çözümlerinden faydalanın! Firmanıza özel finansman çözümleri Ticari faaliyetlerinize uygun esnek finansman seçeneklerind …;;;;v2
hayat-finans--finansmanlar-is-ticari-finansman;hayat-finans;odul_miktari;;;;;Ticari Finansman Firmanıza özel, ticari faaliyetlerinize uyum sağlayan esnek ve avantajlı finansman çözümlerinden faydalanın! Firmanıza özel finansman çözümleri Ticari faaliyetlerinize uygun esnek finansman seçeneklerind …;;;;v2
hayat-finans--finansmanlar-is-ticari-finansman;hayat-finans;indirim_orani;;;;;Ticari Finansman Firmanıza özel, ticari faaliyetlerinize uyum sağlayan esnek ve avantajlı finansman çözümlerinden faydalanın! Firmanıza özel finansman çözümleri Ticari faaliyetlerinize uygun esnek finansman seçeneklerind …;;;;v2
hayat-finans--finansmanlar-is-ticari-finansman;hayat-finans;alisveris_puani;;;;;Ticari Finansman Firmanıza özel, ticari faaliyetlerinize uyum sağlayan esnek ve avantajlı finansman çözümlerinden faydalanın! Firmanıza özel finansman çözümleri Ticari faaliyetlerinize uygun esnek finansman seçeneklerind …;;;;v2
hayat-finans--finansmanlar-is-ticari-finansman;hayat-finans;kampanya_suresi;;;;;Ticari Finansman Firmanıza özel, ticari faaliyetlerinize uyum sağlayan esnek ve avantajlı finansman çözümlerinden faydalanın! Firmanıza özel finansman çözümleri Ticari faaliyetlerinize uygun esnek finansman seçeneklerind …;;;;v2
hayat-finans--finansmanlar-is-ticari-finansman;hayat-finans;hedef_kitle;;;;;Ticari Finansman Firmanıza özel, ticari faaliyetlerinize uyum sağlayan esnek ve avantajlı finansman çözümlerinden faydalanın! Firmanıza özel finansman çözümleri Ticari faaliyetlerinize uygun esnek finansman seçeneklerind …;;;;v2
hayat-finans--hesaplar-katilma-hesabi;hayat-finans;kar_payi_orani;;;;;Katılma Hesabı Tasarruflarınız aynı gün değerlenmeye başlasın! Katılma Hesabı ile vade sonunda kâr-zarar ortaklığı ile paylaşılan getiri sayesinde birikimlerinize değer katabilirsiniz. Katılma Hesabı Nedir? Önceden belir …;;;;v2
hayat-finans--hesaplar-katilma-hesabi;hayat-finans;taksit_sayisi;;;;;Katılma Hesabı Tasarruflarınız aynı gün değerlenmeye başlasın! Katılma Hesabı ile vade sonunda kâr-zarar ortaklığı ile paylaşılan getiri sayesinde birikimlerinize değer katabilirsiniz. Katılma Hesabı Nedir? Önceden belir …;;;;v2
hayat-finans--hesaplar-katilma-hesabi;hayat-finans;tahsis_ucreti;;;;;Katılma Hesabı Tasarruflarınız aynı gün değerlenmeye başlasın! Katılma Hesabı ile vade sonunda kâr-zarar ortaklığı ile paylaşılan getiri sayesinde birikimlerinize değer katabilirsiniz. Katılma Hesabı Nedir? Önceden belir …;;;;v2
hayat-finans--hesaplar-katilma-hesabi;hayat-finans;masraf_durumu;;;;;Katılma Hesabı Tasarruflarınız aynı gün değerlenmeye başlasın! Katılma Hesabı ile vade sonunda kâr-zarar ortaklığı ile paylaşılan getiri sayesinde birikimlerinize değer katabilirsiniz. Katılma Hesabı Nedir? Önceden belir …;;;;v2
hayat-finans--hesaplar-katilma-hesabi;hayat-finans;odul_miktari;;;;;Katılma Hesabı Tasarruflarınız aynı gün değerlenmeye başlasın! Katılma Hesabı ile vade sonunda kâr-zarar ortaklığı ile paylaşılan getiri sayesinde birikimlerinize değer katabilirsiniz. Katılma Hesabı Nedir? Önceden belir …;;;;v2
hayat-finans--hesaplar-katilma-hesabi;hayat-finans;indirim_orani;;;;;Katılma Hesabı Tasarruflarınız aynı gün değerlenmeye başlasın! Katılma Hesabı ile vade sonunda kâr-zarar ortaklığı ile paylaşılan getiri sayesinde birikimlerinize değer katabilirsiniz. Katılma Hesabı Nedir? Önceden belir …;;;;v2
hayat-finans--hesaplar-katilma-hesabi;hayat-finans;alisveris_puani;;;;;Katılma Hesabı Tasarruflarınız aynı gün değerlenmeye başlasın! Katılma Hesabı ile vade sonunda kâr-zarar ortaklığı ile paylaşılan getiri sayesinde birikimlerinize değer katabilirsiniz. Katılma Hesabı Nedir? Önceden belir …;;;;v2
hayat-finans--hesaplar-katilma-hesabi;hayat-finans;kampanya_suresi;;;;;Katılma Hesabı Tasarruflarınız aynı gün değerlenmeye başlasın! Katılma Hesabı ile vade sonunda kâr-zarar ortaklığı ile paylaşılan getiri sayesinde birikimlerinize değer katabilirsiniz. Katılma Hesabı Nedir? Önceden belir …;;;;v2
hayat-finans--hesaplar-katilma-hesabi;hayat-finans;hedef_kitle;;;;;Katılma Hesabı Tasarruflarınız aynı gün değerlenmeye başlasın! Katılma Hesabı ile vade sonunda kâr-zarar ortaklığı ile paylaşılan getiri sayesinde birikimlerinize değer katabilirsiniz. Katılma Hesabı Nedir? Önceden belir …;;;;v2
hayat-finans--kampanyalar-avantajli-hesap-musterilerine-ozel-fx-dar-makas-avantaji;hayat-finans;kar_payi_orani;;;;;Avantajlı Hesap Müşterilerine Özel FX Dar Makas Avantajı! Kampanya dönemi içerisinde Avantajlı Hesap açan bireysel müşteriler, Hayat FX üzerinden gerçekleştirecekleri işlemlerde 5.000 USD veya karşılığı işlem hacmine kad …;;;;v2
hayat-finans--kampanyalar-avantajli-hesap-musterilerine-ozel-fx-dar-makas-avantaji;hayat-finans;finansman_tutari;;;;;Avantajlı Hesap Müşterilerine Özel FX Dar Makas Avantajı! Kampanya dönemi içerisinde Avantajlı Hesap açan bireysel müşteriler, Hayat FX üzerinden gerçekleştirecekleri işlemlerde 5.000 USD veya karşılığı işlem hacmine kad …;;;;v2
hayat-finans--kampanyalar-avantajli-hesap-musterilerine-ozel-fx-dar-makas-avantaji;hayat-finans;vade_ay;;;;;Avantajlı Hesap Müşterilerine Özel FX Dar Makas Avantajı! Kampanya dönemi içerisinde Avantajlı Hesap açan bireysel müşteriler, Hayat FX üzerinden gerçekleştirecekleri işlemlerde 5.000 USD veya karşılığı işlem hacmine kad …;;;;v2
hayat-finans--kampanyalar-avantajli-hesap-musterilerine-ozel-fx-dar-makas-avantaji;hayat-finans;taksit_sayisi;;;;;Avantajlı Hesap Müşterilerine Özel FX Dar Makas Avantajı! Kampanya dönemi içerisinde Avantajlı Hesap açan bireysel müşteriler, Hayat FX üzerinden gerçekleştirecekleri işlemlerde 5.000 USD veya karşılığı işlem hacmine kad …;;;;v2
hayat-finans--kampanyalar-avantajli-hesap-musterilerine-ozel-fx-dar-makas-avantaji;hayat-finans;tahsis_ucreti;;;;;Avantajlı Hesap Müşterilerine Özel FX Dar Makas Avantajı! Kampanya dönemi içerisinde Avantajlı Hesap açan bireysel müşteriler, Hayat FX üzerinden gerçekleştirecekleri işlemlerde 5.000 USD veya karşılığı işlem hacmine kad …;;;;v2
hayat-finans--kampanyalar-avantajli-hesap-musterilerine-ozel-fx-dar-makas-avantaji;hayat-finans;masraf_durumu;;;;;Avantajlı Hesap Müşterilerine Özel FX Dar Makas Avantajı! Kampanya dönemi içerisinde Avantajlı Hesap açan bireysel müşteriler, Hayat FX üzerinden gerçekleştirecekleri işlemlerde 5.000 USD veya karşılığı işlem hacmine kad …;;;;v2
hayat-finans--kampanyalar-avantajli-hesap-musterilerine-ozel-fx-dar-makas-avantaji;hayat-finans;odul_miktari;;;;;Avantajlı Hesap Müşterilerine Özel FX Dar Makas Avantajı! Kampanya dönemi içerisinde Avantajlı Hesap açan bireysel müşteriler, Hayat FX üzerinden gerçekleştirecekleri işlemlerde 5.000 USD veya karşılığı işlem hacmine kad …;;;;v2
hayat-finans--kampanyalar-avantajli-hesap-musterilerine-ozel-fx-dar-makas-avantaji;hayat-finans;indirim_orani;;;;;Avantajlı Hesap Müşterilerine Özel FX Dar Makas Avantajı! Kampanya dönemi içerisinde Avantajlı Hesap açan bireysel müşteriler, Hayat FX üzerinden gerçekleştirecekleri işlemlerde 5.000 USD veya karşılığı işlem hacmine kad …;;;;v2
hayat-finans--kampanyalar-avantajli-hesap-musterilerine-ozel-fx-dar-makas-avantaji;hayat-finans;alisveris_puani;;;;;Avantajlı Hesap Müşterilerine Özel FX Dar Makas Avantajı! Kampanya dönemi içerisinde Avantajlı Hesap açan bireysel müşteriler, Hayat FX üzerinden gerçekleştirecekleri işlemlerde 5.000 USD veya karşılığı işlem hacmine kad …;;;;v2
hayat-finans--kampanyalar-avantajli-hesap-musterilerine-ozel-fx-dar-makas-avantaji;hayat-finans;hedef_kitle;;;;;Avantajlı Hesap Müşterilerine Özel FX Dar Makas Avantajı! Kampanya dönemi içerisinde Avantajlı Hesap açan bireysel müşteriler, Hayat FX üzerinden gerçekleştirecekleri işlemlerde 5.000 USD veya karşılığı işlem hacmine kad …;;;;v2
hayat-finans--krediler;hayat-finans;kar_payi_orani;;;;;Krediler Bana Bunu Al Avantajlı oranlar ve uygun ödeme planlarıyla hayatınızı kolaylaştırın. Bana Bunu Al İş Ortağım Anlaşmalı bayilerimiz aracılığıyla Bankamızdan kredi (finansman) desteği sağlamak çok hızlı ve kolay! E …;;;;v2
hayat-finans--krediler;hayat-finans;finansman_tutari;;;;;Krediler Bana Bunu Al Avantajlı oranlar ve uygun ödeme planlarıyla hayatınızı kolaylaştırın. Bana Bunu Al İş Ortağım Anlaşmalı bayilerimiz aracılığıyla Bankamızdan kredi (finansman) desteği sağlamak çok hızlı ve kolay! E …;;;;v2
hayat-finans--krediler;hayat-finans;vade_ay;;;;;Krediler Bana Bunu Al Avantajlı oranlar ve uygun ödeme planlarıyla hayatınızı kolaylaştırın. Bana Bunu Al İş Ortağım Anlaşmalı bayilerimiz aracılığıyla Bankamızdan kredi (finansman) desteği sağlamak çok hızlı ve kolay! E …;;;;v2
hayat-finans--krediler;hayat-finans;taksit_sayisi;;;;;Krediler Bana Bunu Al Avantajlı oranlar ve uygun ödeme planlarıyla hayatınızı kolaylaştırın. Bana Bunu Al İş Ortağım Anlaşmalı bayilerimiz aracılığıyla Bankamızdan kredi (finansman) desteği sağlamak çok hızlı ve kolay! E …;;;;v2
hayat-finans--krediler;hayat-finans;tahsis_ucreti;;;;;Krediler Bana Bunu Al Avantajlı oranlar ve uygun ödeme planlarıyla hayatınızı kolaylaştırın. Bana Bunu Al İş Ortağım Anlaşmalı bayilerimiz aracılığıyla Bankamızdan kredi (finansman) desteği sağlamak çok hızlı ve kolay! E …;;;;v2
hayat-finans--krediler;hayat-finans;masraf_durumu;;;;;Krediler Bana Bunu Al Avantajlı oranlar ve uygun ödeme planlarıyla hayatınızı kolaylaştırın. Bana Bunu Al İş Ortağım Anlaşmalı bayilerimiz aracılığıyla Bankamızdan kredi (finansman) desteği sağlamak çok hızlı ve kolay! E …;;;;v2
hayat-finans--krediler;hayat-finans;odul_miktari;;;;;Krediler Bana Bunu Al Avantajlı oranlar ve uygun ödeme planlarıyla hayatınızı kolaylaştırın. Bana Bunu Al İş Ortağım Anlaşmalı bayilerimiz aracılığıyla Bankamızdan kredi (finansman) desteği sağlamak çok hızlı ve kolay! E …;;;;v2
hayat-finans--krediler;hayat-finans;indirim_orani;;;;;Krediler Bana Bunu Al Avantajlı oranlar ve uygun ödeme planlarıyla hayatınızı kolaylaştırın. Bana Bunu Al İş Ortağım Anlaşmalı bayilerimiz aracılığıyla Bankamızdan kredi (finansman) desteği sağlamak çok hızlı ve kolay! E …;;;;v2
hayat-finans--krediler;hayat-finans;alisveris_puani;;;;;Krediler Bana Bunu Al Avantajlı oranlar ve uygun ödeme planlarıyla hayatınızı kolaylaştırın. Bana Bunu Al İş Ortağım Anlaşmalı bayilerimiz aracılığıyla Bankamızdan kredi (finansman) desteği sağlamak çok hızlı ve kolay! E …;;;;v2
hayat-finans--krediler;hayat-finans;kampanya_suresi;;;;;Krediler Bana Bunu Al Avantajlı oranlar ve uygun ödeme planlarıyla hayatınızı kolaylaştırın. Bana Bunu Al İş Ortağım Anlaşmalı bayilerimiz aracılığıyla Bankamızdan kredi (finansman) desteği sağlamak çok hızlı ve kolay! E …;;;;v2
hayat-finans--krediler;hayat-finans;kampanya_kosullari;;;;;Krediler Bana Bunu Al Avantajlı oranlar ve uygun ödeme planlarıyla hayatınızı kolaylaştırın. Bana Bunu Al İş Ortağım Anlaşmalı bayilerimiz aracılığıyla Bankamızdan kredi (finansman) desteği sağlamak çok hızlı ve kolay! E …;;;;v2
hayat-finans--krediler;hayat-finans;hedef_kitle;;;;;Krediler Bana Bunu Al Avantajlı oranlar ve uygun ödeme planlarıyla hayatınızı kolaylaştırın. Bana Bunu Al İş Ortağım Anlaşmalı bayilerimiz aracılığıyla Bankamızdan kredi (finansman) desteği sağlamak çok hızlı ve kolay! E …;;;;v2
